datetime,close,open,high,low,volume,source_bar_count,is_low_confidence
2025-07-06 07:00:00,108040.1,108079.55970186635,108233.85608619172,107670.89362045389,82.407067,9,True
2025-07-06 08:00:00,108046.37115352078,107835.66079657165,108329.97824941136,107632.18681773709,280.574983,12,False
2025-07-06 09:00:00,108361.58814372442,107570.27428756253,108574.38754833647,107570.27428756253,360.997243,12,False
2025-07-06 10:00:00,108591.05174341529,108222.52188362252,108961.15170389166,108222.52188362252,379.067535,12,False
2025-07-06 11:00:00,109385.24002714232,109483.9652734912,109494.8733633488,108954.03164814369,1187.390318,12,False
2025-07-06 12:00:00,108528.780247152,107615.58729635783,108542.50226483765,107615.58729635783,124.744154,12,False
2025-07-06 13:00:00,109079.635749216,109081.31722591989,109231.77877758617,109060.25611443412,186.569198,12,False
2025-07-06 14:00:00,109507.54206023559,110292.17734561746,110292.17734561746,108694.51344937916,260.236867,12,False
2025-07-06 15:00:00,110043.87195816901,111355.48853563204,111355.48853563204,109722.32360053889,416.429989,12,False
2025-07-06 16:00:00,109741.43979972586,110176.56134798784,110176.56134798784,109418.12334027437,207.02109,12,False
2025-07-06 17:00:00,109975.55623145218,109472.16855721397,110199.81053973924,109472.16855721397,265.862057,12,False
2025-07-06 18:00:00,109571.55632762906,109686.94927021289,109686.94927021289,109412.05126590809,685.224996,12,False
2025-07-06 19:00:00,109668.774080924,109345.04523963515,111825.10584474354,108926.99105372574,569.387723,12,False
2025-07-06 20:00:00,109460.70198493419,109328.20802528404,109590.81799855226,109299.15529446251,462.903097,12,False
2025-07-06 21:00:00,109901.85935458558,110113.19659590375,110113.19659590375,109680.48193114893,347.011728,12,False
2025-07-06 22:00:00,109149.21046357758,108926.9907166404,109518.33045546869,108726.39848035383,357.482965,12,False
2025-07-06 23:00:00,107955.47599484134,107946.76773620496,108147.86051209345,107647.26606057606,419.408867,12,False
2025-07-07 00:00:00,108124.84871069627,108422.03445588525,108422.03445588525,108072.87589908992,123.637383,12,False
2025-07-07 01:00:00,107994.05370405308,108063.70773610282,108340.71397116028,107750.8250036305,937.156784,12,False
2025-07-07 02:00:00,107515.63231761847,107556.08357049379,107564.72384270742,106849.19025515586,1242.46608,12,False
2025-07-07 03:00:00,106263.2594899621,107013.0735712001,107013.0735712001,105923.33644719949,141.74359,12,False
2025-07-07 04:00:00,106684.48466417154,106703.4239773033,107355.55962739837,106535.73510550562,468.872013,12,False
2025-07-07 05:00:00,106837.59834342725,107027.76594374019,107152.43194898599,106408.94334789322,189.386831,12,False
2025-07-07 06:00:00,107055.19983632295,107004.59453200453,107163.42987001034,106823.47830221555,697.872067,12,False
2025-07-07 07:00:00,107176.84868291584,107089.96386292741,108897.11927907857,107089.96386292741,1648.227085,12,False
2025-07-07 08:00:00,106966.50966012443,107033.86345778005,107109.8898464357,106948.7207306023,287.042207,12,False
2025-07-07 09:00:00,105728.16739287623,104745.7616769123,105803.15365022537,104484.37860251563,233.575491,12,False
2025-07-07 10:00:00,106657.16989923183,106687.76511093475,106730.21950808883,106632.26146800806,176.777545,12,False
2025-07-07 11:00:00,107130.5420612872,107490.81209869501,108144.86957544278,106400.58706997814,92.438108,12,False
2025-07-07 12:00:00,106873.77551065492,106968.49465165864,107070.42669405031,106459.87572426481,84.825121,12,False
2025-07-07 13:00:00,106550.61134829963,106604.26807142596,106757.90236579296,106412.81967012366,422.920906,12,False
2025-07-07 14:00:00,106567.96763336849,107577.53132314746,107577.53132314746,106261.83878827146,48.911975,12,False
2025-07-07 15:00:00,106089.42360341336,106162.42831803807,106271.10937435227,105873.92748769149,201.325524,12,False
2025-07-07 16:00:00,106569.55622870999,106599.20756902832,107126.43891698768,106515.25239830423,892.609142,12,False
2025-07-07 17:00:00,106267.41091881222,106159.73528672209,106857.06637268548,106003.45479089943,556.820765,12,False
2025-07-07 18:00:00,105404.51248005443,105736.55236836258,105736.55236836258,104911.37145935548,1733.621592,12,False
2025-07-07 19:00:00,105410.14232366809,105593.53184351572,105935.88998009758,105375.86454893138,728.731689,12,False
2025-07-07 20:00:00,105072.39775115099,104992.85493259017,105645.92780715732,104030.98031133095,287.281774,12,False
2025-07-07 21:00:00,104889.91331070836,104754.08363244201,105181.73052317704,103868.49977499152,395.593204,12,False
2025-07-07 22:00:00,104682.72355117503,104748.53406836577,105320.20466933194,104432.17949930168,430.220091,12,False
2025-07-07 23:00:00,104945.44817650126,105137.49339760464,105191.28516950119,104753.30601290341,160.438332,12,False
2025-07-08 00:00:00,104734.21067497165,105722.0381129699,105722.0381129699,104601.5866525705,155.83379,12,False
2025-07-08 01:00:00,104375.01893223447,103860.78761589361,104540.17233202895,103860.78761589361,147.653192,12,False
2025-07-08 02:00:00,104353.96630666636,104146.32760632952,104784.58768396855,104146.32760632952,148.814409,12,False
2025-07-08 03:00:00,104249.45815690758,104575.58431741747,105296.73423489522,103778.2178282981,304.348121,12,False
2025-07-08 04:00:00,104539.9030178666,104720.4778479648,104806.29086398258,103397.9191476962,225.555913,12,False
2025-07-08 05:00:00,104400.84047411158,104178.52886262284,104440.47082070856,103104.49747288894,86.278422,12,False
2025-07-08 06:00:00,104632.29253234484,104882.12618774256,104885.8533133222,104035.53012819495,251.102611,12,False
2025-07-08 07:00:00,104528.65757496835,104581.96267433275,104581.96267433275,104435.89009948076,225.637187,12,False
2025-07-08 08:00:00,101691.47913284058,102357.84880999278,102357.84880999278,101431.34327337443,838.097381,12,False
2025-07-08 09:00:00,101859.49301490713,101804.41329823705,101947.8147981346,101671.220047416,205.004844,12,False
2025-07-08 10:00:00,101669.16951046098,101837.12752645646,101870.25707984561,101590.32025328775,212.600293,12,False
2025-07-08 11:00:00,101760.97667171953,101395.58845593341,102247.62998325026,101395.58845593341,584.1235409999999,12,False
2025-07-08 12:00:00,101487.68051285087,101356.55832746284,101604.4264096996,101295.4887486418,765.5036,12,False
2025-07-08 13:00:00,100776.58149119638,100683.91441510775,100864.57128987608,100607.14870977738,632.2937440000001,12,False
2025-07-08 14:00:00,100632.45815852661,100598.31645394806,101081.47938298593,100499.62984829952,288.9411,12,False
2025-07-08 15:00:00,100758.97357518472,100620.49027291643,100968.38045621548,100532.8031331574,1092.896816,12,False
2025-07-08 16:00:00,100967.43792910487,101268.31448403024,101354.97335195374,100584.07538868907,2729.103553,12,False
2025-07-08 17:00:00,101097.08571117105,101017.84129992628,101104.30537376489,100870.21544986585,580.332351,12,False
2025-07-08 18:00:00,101069.76937155616,101064.4225780461,101308.79876369445,100991.41836775023,253.906067,12,False
2025-07-08 19:00:00,101622.35306747595,101817.3847199817,101826.22320572994,101244.64517232009,225.286209,12,False
2025-07-08 20:00:00,101271.44899212137,100799.73981809568,102183.51190884586,100799.73981809568,870.062602,12,False
2025-07-08 21:00:00,101540.74722460636,101316.44642919356,103186.85844142032,100977.7018276922,1739.5799310000002,12,False
2025-07-08 22:00:00,101771.61244915733,101753.83554128373,101853.2379698155,101677.50218079958,369.311685,12,False
2025-07-08 23:00:00,101816.90875933655,102206.8867831011,102206.8867831011,101394.95385949596,297.16316900000004,12,False
2025-07-09 00:00:00,101645.15132598252,101387.37596660627,101745.11545451614,100805.90255120063,118.558917,12,False
2025-07-09 01:00:00,101322.97837916302,101447.88522374052,101856.9964510646,100036.89393389794,82.969132,12,False
2025-07-09 02:00:00,101291.75934504205,101776.4766103364,101776.4766103364,101052.10676418866,781.850484,12,False
2025-07-09 03:00:00,101441.23939383953,101417.69615351118,101689.88307179658,101227.24530964141,558.828563,12,False
