datetime,close,open,high,low,volume,source_bar_count,is_low_confidence
2025-07-06 07:00:00,8.513,8.549995171414777,8.549995171414777,8.432728535980148,52037.18,7,True
2025-07-06 08:00:00,8.509347919347919,8.437915827684977,8.533756231773442,8.437915827684977,65918.83,12,False
2025-07-06 09:00:00,8.457032657600815,8.38863377995413,8.458730175195674,8.38863377995413,16908.26,12,False
2025-07-06 10:00:00,8.504515996990417,8.49873257910739,8.51922460300389,8.49873257910739,351523.71,12,False
2025-07-06 11:00:00,8.57026604632784,8.64727742286737,8.835732637967965,8.541197874322204,73797.47,12,False
2025-07-06 12:00:00,8.537765037400693,8.406827399170046,8.562002837364924,8.406827399170046,77242.15,12,False
2025-07-06 13:00:00,8.537765037400693,8.513395524723954,8.537765037400693,8.513246886367952,6190.55,12,False
2025-07-06 14:00:00,8.550758795067193,8.775216213437705,8.775216213437705,8.50793362580976,11405.81,12,False
2025-07-06 15:00:00,8.656581049047022,8.790747662118912,8.790747662118912,8.59102158386017,85007.46,12,False
2025-07-06 16:00:00,8.589214659560273,8.400143896613978,8.654619653608435,8.400143896613978,145198.04,12,False
2025-07-06 17:00:00,8.575702523231651,8.596655374073752,8.62979652569106,8.55330633905417,22104.56,12,False
2025-07-06 18:00:00,8.502497687214992,8.474287674981367,8.587644302108417,8.474287674981367,87684.63,12,False
2025-07-06 19:00:00,8.524609564963292,8.465850326180407,8.721777405241355,8.42042402684938,137905.75,12,False
2025-07-06 20:00:00,8.533643061499813,8.524612751381824,8.533643061499813,8.524502484098893,7695.75,12,False
2025-07-06 21:00:00,8.561530783923015,8.564419614465335,8.56820978932672,8.489293770896328,54683.32,12,False
2025-07-06 22:00:00,8.467648630946705,8.482229170991383,8.585403542375799,8.391899697506927,84473.98999999999,12,False
2025-07-06 23:00:00,8.400590218462607,8.421420587406724,8.435392426903663,8.267247516582248,49715.52,12,False
2025-07-07 00:00:00,8.42072861967125,8.336183151602262,8.42072861967125,8.336183151602262,27391.93,12,False
2025-07-07 01:00:00,8.422672911663785,8.510220407878212,8.510220407878212,8.352539107371847,112946.98,12,False
2025-07-07 02:00:00,8.362937642786738,8.460663801383935,8.460663801383935,8.267619217344057,117222.76,12,False
2025-07-07 03:00:00,8.292223588053538,8.445034212440433,8.445034212440433,8.292223588053538,69386.61,12,False
2025-07-07 04:00:00,8.338259527473683,8.371304149114925,8.371304149114925,8.309654863571543,47601.61,12,False
2025-07-07 05:00:00,8.387656799555874,8.396428969818613,8.408333028314022,8.367323086102406,18433.01,12,False
2025-07-07 06:00:00,8.40170647593704,8.397966566533105,8.467209040347685,8.325532508559505,33407.51,12,False
2025-07-07 07:00:00,8.432449782435501,8.44204028545789,8.507794057236302,8.411996855035277,46136.06,12,False
2025-07-07 08:00:00,8.388300830695002,8.38491093341042,8.394406964147736,8.38491093341042,39515.16,12,False
2025-07-07 09:00:00,8.220294805473642,8.18544600962458,8.289026367392317,8.16048474431624,52387.29,12,False
2025-07-07 10:00:00,8.109366355933515,8.09134190050509,8.15769392658866,8.09134190050509,28453.48,12,False
2025-07-07 11:00:00,8.18091958848587,8.194912039321363,8.298326586024414,8.115991655243919,17463.64,12,False
2025-07-07 12:00:00,8.052926061677747,8.052017768641239,8.073236089576051,7.989822964148023,16747.69,12,False
2025-07-07 13:00:00,8.048455525374075,8.066268065267156,8.069163386931642,8.038735168459372,85862.2,12,False
2025-07-07 14:00:00,8.038016542850892,8.071538208504723,8.073811767435581,7.98520434480325,1727.47,12,False
2025-07-07 15:00:00,8.018647828289804,7.999203968376396,8.052497309807775,7.999203968376396,53484.49,12,False
2025-07-07 16:00:00,8.050912210084107,8.040234607683464,8.088438871515118,8.040234607683464,345649.72000000003,12,False
2025-07-07 17:00:00,8.031937634995527,7.9837192211778785,8.069779508423068,7.9837192211778785,11996.63,12,False
2025-07-07 18:00:00,8.038937754949332,7.882271489323036,8.053229947151188,7.882271489323036,81478.97,12,False
2025-07-07 19:00:00,8.041873816948948,8.067070288438083,8.067070288438083,8.018753911389918,41851.01,12,False
2025-07-07 20:00:00,8.037275833062758,8.026392588874453,8.068210064750543,7.866373856053525,183569.36,12,False
2025-07-07 21:00:00,8.012172420778334,8.001929950441768,8.033238605933755,7.907102761097496,31790.3,12,False
2025-07-07 22:00:00,7.9984411912654325,7.9846269577744735,8.02152471562695,7.982186140428432,14230.34,12,False
2025-07-07 23:00:00,8.01235152377198,8.017053607999546,8.081390455044309,8.003263790474696,9672.33,12,False
2025-07-08 00:00:00,8.031226321236696,8.05210834495286,8.245242169909204,8.005953231414622,6443.91,12,False
2025-07-08 01:00:00,7.99630794592697,7.965412481436209,8.102251200856447,7.965412481436209,35697.79,12,False
2025-07-08 02:00:00,8.010402495772906,8.029739617066262,8.029739617066262,7.993010632203288,40500.21,12,False
2025-07-08 03:00:00,8.000851141445672,7.989680668647842,8.025814795553146,7.966715577008916,16573.13,12,False
2025-07-08 04:00:00,8.032868776071288,8.027815597977721,8.062320173967057,7.971109868829084,26965.67,12,False
2025-07-08 05:00:00,7.9601904395258805,7.928768635159331,7.9710905438053565,7.774340025989345,15971.75,12,False
2025-07-08 06:00:00,7.981969346337169,7.999831095923378,8.031901236796829,7.955930893546627,14836.91,12,False
2025-07-08 07:00:00,8.006523655594444,8.00362063759024,8.006523655594444,7.987816824623428,4777.36,12,False
2025-07-08 08:00:00,7.8802946790422785,7.938818616892054,7.938818616892054,7.830747916090217,65619.69,12,False
2025-07-08 09:00:00,7.9313234142442175,7.936122133638122,7.952473610015534,7.855787000775226,18821.25,12,False
2025-07-08 10:00:00,7.950275202569772,8.020137023330491,8.020137023330491,7.930019724346664,45751.16,12,False
2025-07-08 11:00:00,7.942535616109726,7.923374990269598,7.983911609108838,7.923374990269598,92461.98,12,False
2025-07-08 12:00:00,7.955362248183113,7.942600999790135,7.98056402932836,7.909533322998731,16931.18,12,False
2025-07-08 13:00:00,7.811412106385228,7.781648046708062,7.8159953718495645,7.781648046708062,15598.16,12,False
2025-07-08 14:00:00,7.781864123864514,7.780315494188122,7.820288564636006,7.777229303064117,28096.92,12,False
2025-07-08 15:00:00,7.7726411737917855,7.739397881290307,7.822333072611977,7.739397881290307,150504.52,12,False
2025-07-08 16:00:00,7.797750789922209,7.8234550927957915,7.8234550927957915,7.742740202338983,469698.88,12,False
2025-07-08 17:00:00,7.82251079454728,7.799233361202619,7.833489757065942,7.791564597997423,32104.48,12,False
2025-07-08 18:00:00,7.800217110379985,7.780076380106043,7.840704156673509,7.780076380106043,66733.86,12,False
2025-07-08 19:00:00,7.881348640502808,7.917710110585866,8.012183714564674,7.832375885901507,38475.62,12,False
2025-07-08 20:00:00,7.8146423464655435,7.787494705559707,7.9106187530732335,7.76157777643522,51394.16,12,False
2025-07-08 21:00:00,7.826236771311932,7.807035994149735,7.960785254486349,7.7754170520176995,87292.32,12,False
2025-07-08 22:00:00,7.82361227876622,7.888917890442064,7.888917890442064,7.794492133808032,28102.27,12,False
2025-07-08 23:00:00,7.85476653373393,7.820010929602363,7.873870141031214,7.791844505426314,17322.97,12,False
2025-07-09 00:00:00,7.8495526163534235,7.802237651818442,7.9094075927308465,7.73406494567604,17645.08,12,False
2025-07-09 01:00:00,7.745355015251389,7.756700750137011,7.760703206364412,7.555591320487009,46013.59,12,False
2025-07-09 02:00:00,7.638091010423902,7.603004912313308,7.68134005962347,7.603004912313308,38135.13,12,False
2025-07-09 03:00:00,7.619909202305687,7.593442432003269,7.781449902580095,7.583132712924342,25611.23,12,False
2025-07-09 04:00:00,7.66334123702434,7.692829803592975,7.692829803592975,7.652501999065324,22556.72,12,False
2025-07-09 05:00:00,7.655589526284886,7.61900367430742,7.711662349183137,7.61900367430742,60657.67,12,False
2025-07-09 06:00:00,7.623803303403473,7.597783496907215,7.6491420763271245,7.58260228947176,23596.63,12,False
2025-07-09 07:00:00,7.651593594910412,7.703532188413741,7.703532188413741,7.6248771368276245,106452.06,12,False
2025-07-09 08:00:00,7.580786482406903,7.599177521908133,7.739595318144324,7.535593010332496,84918.58,12,False
2025-07-09 09:00:00,7.600257680563771,7.696350323981661,7.696350323981661,7.570977656477945,317433.47,12,False
2025-07-09 10:00:00,7.478353485810743,7.496537931976849,7.52605026870111,7.433045386603542,70620.73999999999,12,False
2025-07-09 11:00:00,7.468382347829662,7.49184064913711,7.49184064913711,7.459377787487452,16378.22,12,False
2025-07-09 12:00:00,7.457983115040853,7.435573310007678,7.517056248625335,7.402208489668855,1874.66,12,False
2025-07-09 13:00:00,7.537950202617476,7.527227656098816,7.573147952909862,7.513076583734066,18844.36,12,False
2025-07-09 14:00:00,7.512310916214016,7.512310916214016,7.592131138454133,7.460709467447806,32135.03,12,False
2025-07-09 15:00:00,7.525666135620618,7.522097778040902,7.577982201909256,7.506369555785693,31785.91,12,False
2025-07-09 16:00:00,7.5355944550607505,7.488763077091447,7.54815901438557,7.488763077091447,24519.19,12,False
2025-07-09 17:00:00,7.572413320476357,7.635183890578271,7.6603902390708205,7.548459462602173,29985.2,12,False
2025-07-09 18:00:00,7.5585866376026924,7.532015557320516,7.577289397045329,7.518563313729761,54107.96,12,False
2025-07-09 19:00:00,7.545360764221061,7.46990715657885,7.629198106045739,7.46990715657885,126232.83,12,False
2025-07-09 20:00:00,7.545360764221061,7.572514953179831,7.629394676601016,7.490842261589406,51483.12,12,False
2025-07-09 21:00:00,7.53146123255629,7.503723476350804,7.549984255754904,7.496720915116473,35901.83,12,False
2025-07-09 22:00:00,7.50401057862716,7.51466968456271,7.51466968456271,7.4639128121764795,11808.22,12,False
2025-07-09 23:00:00,7.541330702286406,7.379109003024212,7.591588605949487,7.379109003024212,34772.22,12,False
2025-07-10 00:00:00,7.54583837156452,7.526401894681156,7.558759327680213,7.480206532623635,39102.490000000005,12,False
