datetime,close,open,high,low,volume,source_bar_count,is_low_confidence
2025-07-06 07:00:00,147.88,148.3302201405152,148.8758653144016,147.12100740033418,4993.5327,9,True
2025-07-06 08:00:00,147.96704968212856,147.26606880247584,149.0739071329361,147.26606880247584,45300.3594,12,False
2025-07-06 09:00:00,148.52647142005722,147.11036537325845,148.72707124639717,147.11036537325845,13547.4908,12,False
2025-07-06 10:00:00,148.8539639298612,148.39196745149874,149.0988470667611,148.39196745149874,24651.72,12,False
2025-07-06 11:00:00,150.25972014745696,151.36034556890394,151.36034556890394,149.8553613741861,178076.3856,12,False
2025-07-06 12:00:00,148.49363771903498,145.92458130809064,148.6524921989436,145.92458130809064,9084.1811,12,False
2025-07-06 13:00:00,149.33652268371023,149.45853731477604,150.1299280580629,149.2307228093328,25196.4767,12,False
2025-07-06 14:00:00,150.65874301625374,153.07434864058035,153.07434864058035,150.0483524940239,23726.4822,12,False
2025-07-06 15:00:00,151.80636692848475,155.03575282957266,155.03575282957266,150.88173030343228,33300.5764,12,False
2025-07-06 16:00:00,152.40738830457454,153.33338850466762,153.3593540145818,151.34432816759775,103492.171,12,False
2025-07-06 17:00:00,153.06158783897524,152.20908353571903,153.63236965336336,152.20908353571903,49807.4384,12,False
2025-07-06 18:00:00,152.12546950839356,152.0706099809834,152.64670584745798,151.93954251070548,59715.7666,12,False
2025-07-06 19:00:00,152.37696110349512,151.90793573688748,155.57526640429205,150.8618628097389,55758.3587,12,False
2025-07-06 20:00:00,151.91310429648297,151.47732373338346,152.65465092785723,151.47732373338346,19977.6308,12,False
2025-07-06 21:00:00,152.52891622167772,153.03655342863365,153.30787484181155,152.00058606503873,34094.5796,12,False
2025-07-06 22:00:00,150.59269754151592,150.48516973177544,151.0866564891974,149.8120452944191,74966.7978,12,False
2025-07-06 23:00:00,148.4671625607482,148.86197203444402,148.86197203444402,148.3391253376052,26367.3741,12,False
2025-07-07 00:00:00,149.15175814105504,149.4376606365932,149.4376606365932,149.05236780910855,31026.7881,12,False
2025-07-07 01:00:00,149.8406975597063,149.82248870108924,150.4390217494648,149.4183467053257,28349.0003,12,False
2025-07-07 02:00:00,149.96695894378863,151.33771877855293,151.33771877855293,147.03322453438304,39520.4005,12,False
2025-07-07 03:00:00,148.02589927759422,149.18333806921603,149.18333806921603,147.53574729323134,6455.4129,12,False
2025-07-07 04:00:00,148.60625075724172,149.75706630930398,149.75706630930398,148.22005151325973,44373.9545,12,False
2025-07-07 05:00:00,153.48624968120248,153.90773237291268,153.90773237291268,152.70840320025496,11858.7894,12,False
2025-07-07 06:00:00,154.9073434695846,154.56069256258004,156.39332364754412,154.18675826021988,88571.7445,12,False
2025-07-07 07:00:00,155.3784155516597,154.580270542853,157.7564857185422,154.52935317159603,65967.7537,12,False
2025-07-07 08:00:00,153.6954847498287,154.09534292153555,154.09534292153555,153.65292397093253,20163.373,12,False
2025-07-07 09:00:00,150.3626449613333,148.53744586097469,150.80748048579022,148.53744586097469,55498.45,12,False
2025-07-07 10:00:00,149.7253249331407,149.74887220449924,149.9492491451975,149.5422662942317,19380.1886,12,False
2025-07-07 11:00:00,151.34491362606815,152.05949614803143,153.89527805236153,149.5040283357012,13374.0131,12,False
2025-07-07 12:00:00,150.1775096140271,150.83291983527258,151.17431990822774,148.3814776536869,23156.821,12,False
2025-07-07 13:00:00,150.23001188979762,149.16199607247574,150.4859403597973,148.9285142620395,93289.568,12,False
2025-07-07 14:00:00,150.40831830398253,152.88615388951655,152.88615388951655,149.4868143035674,5402.1013,12,False
2025-07-07 15:00:00,149.25294714382625,148.65476817677865,149.7960097536802,148.5807959241693,4951.2596,12,False
2025-07-07 16:00:00,150.62781672383824,151.06127806692842,152.31824351133116,150.38985808762362,56882.49,12,False
2025-07-07 17:00:00,150.13871796836196,149.25376630007852,150.65172042155683,149.25376630007852,9951.0496,12,False
2025-07-07 18:00:00,149.50098566518477,150.05872110881538,150.05872110881538,149.00235071769976,262532.8966,12,False
2025-07-07 19:00:00,149.39962142900978,148.70654090935003,150.43923487146722,148.70654090935003,65084.6845,12,False
2025-07-07 20:00:00,148.6886900828411,148.3107499236189,149.87276678100636,146.76459259658046,45540.2474,12,False
2025-07-07 21:00:00,149.38168740468026,148.8874551882876,149.9120365907324,147.23974028019884,24648.912,12,False
2025-07-07 22:00:00,149.21801731877616,148.88538334354192,150.2369429339269,148.0647586299851,24861.8077,12,False
2025-07-07 23:00:00,150.17276455853866,150.92940829879163,151.02999229674276,149.699597326699,4546.0828,12,False
2025-07-08 00:00:00,149.63075085481125,152.74805816428648,152.74805816428648,149.4233232228764,11789.3522,12,False
2025-07-08 01:00:00,149.0785441857588,148.28888612568804,149.57687822392154,148.28888612568804,39274.9449,12,False
2025-07-08 02:00:00,149.60538768824318,148.85227213117312,151.30890572617358,148.85227213117312,18563.227,12,False
2025-07-08 03:00:00,149.62316188186185,149.69293253324062,152.82180518461954,148.8413621477376,13901.2698,12,False
